Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Summit,Year,Latitude_value,Longitude_value
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1969,-39.157,175.632
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1969,34.724,139.394
Ioto,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,169,1969,24.751,141.289
Kuchinoerabujima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,657,1968,30.443,130.217
Lewotobi,Confirmed Eruption,2,Indonesia,Indonesia,14,1703,1968,-8.542,122.775
Trident,Confirmed Eruption,3,United States,Alaska,14,1864,1968,58.236,-155.1
"Negro, Cerro",Confirmed Eruption,3,Nicaragua,México and Central America,11,728,1968,12.506,-86.702
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1968,19.421,-155.287
Fukujin,Confirmed Eruption,0,United States,"Japan, Taiwan, Marianas",16,-217,1968,21.93,143.47
Talang,Confirmed Eruption,2,Indonesia,Indonesia,14,2575,1968,-0.979,100.681
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1968,19.421,-155.287
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1968,-39.157,175.632
Bagana,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,8,1855,1968,-6.137,155.196
Arenal,Confirmed Eruption,3,Costa Rica,México and Central America,14,1670,1968,10.463,-84.703
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1968,34.724,139.394
Io-Torishima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",2,212,1968,27.881,128.223
Soputan,Confirmed Eruption,1,Indonesia,Indonesia,14,1785,1968,1.112,124.737
Klyuchevskoy,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,4754,1968,56.056,160.642
Tolbachik,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,13,3611,1968,55.832,160.326
Gaua,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,797,1968,-14.27,167.5
Poas,Confirmed Eruption,1,Costa Rica,México and Central America,14,2697,1968,10.2,-84.233
Tupungatito,Confirmed Eruption,2,Chile-Argentina,South America,14,5660,1968,-33.425,-69.797
Fernandina,Confirmed Eruption,4,Ecuador,South America,13,1476,1968,-0.37,-91.55
Kelimutu,Confirmed Eruption,1,Indonesia,Indonesia,2,1639,1968,-8.77,121.82
Kverkfjoll,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,14,1930,1968,64.653,-16.647
Fernandina,Confirmed Eruption,2,Ecuador,South America,13,1476,1968,-0.37,-91.55
Nila,Confirmed Eruption,1,Indonesia,Indonesia,14,781,1968,-6.73,129.5
Mayon,Confirmed Eruption,3,Philippines,Philippines and SE Asia,14,2462,1968,13.257,123.685
Ruapehu,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,2797,1968,-39.28,175.57
Long Island,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1280,1968,-5.358,147.12
Etorofu-Yakeyama [Grozny Group],Confirmed Eruption,1,Japan - administered by Russia,Kuril Islands,2,1158,1968,45.012,147.871
Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,14,3800,1968,-1.697,101.264
Taal,Confirmed Eruption,2,Philippines,Philippines and SE Asia,1,311,1968,14.002,120.993
Whakaari/White Island,Confirmed Eruption,3,New Zealand,New Zealand to Fiji,14,294,1968,-37.52,177.18
Batur,Confirmed Eruption,2,Indonesia,Indonesia,1,1717,1968,-8.242,115.375
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1968,34.724,139.394
Talang,Confirmed Eruption,1,Indonesia,Indonesia,14,2575,1968,-0.979,100.681
Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,3320,1968,37.748,14.999
Ioto,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,169,1967,24.751,141.289
Lateiki,Confirmed Eruption,2,Tonga,New Zealand to Fiji,16,43,1967,-19.18,-174.87
Kelud,Confirmed Eruption,1,Indonesia,Indonesia,14,1730,1967,-7.935,112.314
Redoubt,Confirmed Eruption,3,United States,Alaska,14,3108,1967,60.485,-152.742
Deception Island,Confirmed Eruption,3,Antarctica,Antarctica,1,602,1967,-63.001,-60.652
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,1967,2.781,125.407
Io-Torishima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",2,212,1967,27.881,128.223
Karymsky,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,1513,1967,54.049,159.443
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1967,19.421,-155.287
Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,14,3800,1967,-1.697,101.264
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1967,55.832,160.326
Talang,Confirmed Eruption,1,Indonesia,Indonesia,14,2575,1967,-0.979,100.681
Chikurachki,Confirmed Eruption,2,Russia,Kuril Islands,14,1781,1967,50.324,155.461
Trident,Confirmed Eruption,3,United States,Alaska,14,1864,1967,58.236,-155.1
Semeru,Confirmed Eruption,3,Indonesia,Indonesia,14,3657,1967,-8.108,112.922
Taal,Confirmed Eruption,1,Philippines,Philippines and SE Asia,1,311,1967,14.002,120.993
"Azul, Cerro",Confirmed Eruption,2,Chile,South America,14,3788,1967,-35.653,-70.761
Ruapehu,Confirmed Eruption,1,New Zealand,New Zealand to Fiji,14,2797,1967,-39.28,175.57
Gaua,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,797,1967,-14.27,167.5
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,1967,-16.25,168.12
Tangkuban Parahu,Confirmed Eruption,1,Indonesia,Indonesia,14,2084,1967,-6.77,107.6
"Lengai, Ol Doinyo",Confirmed Eruption,3,Tanzania,Africa and Red Sea,14,2962,1967,-2.764,35.914
Erta Ale,Confirmed Eruption,0,Ethiopia,Africa and Red Sea,13,613,1967,13.6,40.67
Tambora,Confirmed Eruption,0,Indonesia,Indonesia,14,2850,1967,-8.25,118
Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,4754,1967,56.056,160.642
Macdonald,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-39,1967,-28.98,-140.25
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1967,34.724,139.394
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,1967,32.884,131.104
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1967,-7.242,109.208
Nyamulagira,Confirmed Eruption,2,DR Congo,Africa and Red Sea,13,3058,1967,-1.408,29.2
Fuego,Confirmed Eruption,2,Guatemala,México and Central America,14,3763,1967,14.473,-90.88
Marapi,Confirmed Eruption,1,Indonesia,Indonesia,2,2885,1967,-0.38,100.474
Farallon de Pajaros,Confirmed Eruption,0,United States,"Japan, Taiwan, Marianas",14,337,1967,20.546,144.893
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1967,55.832,160.326
Kelud,Confirmed Eruption,1,Indonesia,Indonesia,14,1730,1967,-7.935,112.314
Shishaldin,Confirmed Eruption,2,United States,Alaska,14,2857,1967,54.756,-163.97
Lopevi,Confirmed Eruption,3,Vanuatu,Melanesia and Australia,14,1413,1967,-16.507,168.346
Ulawun,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,2334,1967,-5.05,151.33
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1967,-5.525,148.42
Ebeko,Confirmed Eruption,1,Russia,Kuril Islands,14,1103,1967,50.686,156.014
Merapi,Confirmed Eruption,2,Indonesia,Indonesia,14,2910,1967,-7.54,110.446
San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,14,2130,1967,13.434,-88.269
Poas,Confirmed Eruption,1,Costa Rica,México and Central America,14,2697,1967,10.2,-84.233
Kuchinoerabujima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,657,1966,30.443,130.217
Whakaari/White Island,Confirmed Eruption,3,New Zealand,New Zealand to Fiji,14,294,1966,-37.52,177.18
Rincon de la Vieja,Confirmed Eruption,3,Costa Rica,México and Central America,2,1916,1966,10.83,-85.324
Izalco,Confirmed Eruption,0,El Salvador,México and Central America,14,1950,1966,13.813,-89.633
Redoubt,Confirmed Eruption,3,United States,Alaska,14,3108,1966,60.485,-152.742
Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,14,1580,1966,1.358,124.792
Awu,Confirmed Eruption,4,Indonesia,Indonesia,14,1318,1966,3.689,125.447
Fuego,Confirmed Eruption,3,Guatemala,México and Central America,14,3763,1966,14.473,-90.88
San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,14,2130,1966,13.434,-88.269
Taal,Confirmed Eruption,3,Philippines,Philippines and SE Asia,1,311,1966,14.002,120.993
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1966,-7.242,109.208
Gaua,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,797,1966,-14.27,167.5
Trident,Confirmed Eruption,0,United States,Alaska,14,1864,1966,58.236,-155.1
Telica,Confirmed Eruption,1,Nicaragua,México and Central America,14,1036,1966,12.606,-86.84
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1966,43.384,144.013
Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,14,3800,1966,-1.697,101.264
Soputan,Confirmed Eruption,3,Indonesia,Indonesia,14,1785,1966,1.112,124.737
Kick 'em Jenny,Confirmed Eruption,0,Grenada,West Indies,16,-185,1966,12.3,-61.64
Batur,Confirmed Eruption,1,Indonesia,Indonesia,1,1717,1966,-8.242,115.375
Kelud,Confirmed Eruption,4,Indonesia,Indonesia,14,1730,1966,-7.935,112.314
Ruby,Confirmed Eruption,0,United States,"Japan, Taiwan, Marianas",16,-230,1966,15.62,145.57
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1966,55.832,160.326
Ruapehu,Confirmed Eruption,1,New Zealand,New Zealand to Fiji,14,2797,1966,-39.28,175.57
Rinjani,Confirmed Eruption,1,Indonesia,Indonesia,14,3726,1966,-8.42,116.47
Bagana,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,8,1855,1966,-6.137,155.196
Kavachi,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,16,-20,1966,-8.991,157.979
Marapi,Confirmed Eruption,1,Indonesia,Indonesia,2,2885,1966,-0.38,100.474
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1966,-21.244,55.708
Pavlof,Confirmed Eruption,2,United States,Alaska,14,2493,1966,55.417,-161.894
Rocard,Confirmed Eruption,0,France,Hawaii and Pacific Ocean,16,-2515,1966,-17.662,-148.586
Sangeang Api,Confirmed Eruption,2,Indonesia,Indonesia,2,1912,1966,-8.2,119.07
San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,14,2130,1966,13.434,-88.269
Fuego,Confirmed Eruption,3,Guatemala,México and Central America,14,3763,1966,14.473,-90.88
Redoubt,Confirmed Eruption,3,United States,Alaska,14,3108,1966,60.485,-152.742
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,1966,37.748,14.999
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1965,19.421,-155.287
Kavachi,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,16,-20,1965,-8.991,157.979
Sarychev Peak,Confirmed Eruption,2,Russia,Kuril Islands,14,1496,1965,48.092,153.2
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1965,34.724,139.394
Tinakula,Confirmed Eruption,3,Solomon Islands,Melanesia and Australia,14,796,1965,-10.386,165.804
Izu-Torishima,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,394,1965,30.484,140.303
Sirung,Confirmed Eruption,1,Indonesia,Indonesia,2,862,1965,-8.508,124.13
Kick 'em Jenny,Confirmed Eruption,0,Grenada,West Indies,16,-185,1965,12.3,-61.64
Tangkuban Parahu,Confirmed Eruption,1,Indonesia,Indonesia,14,2084,1965,-6.77,107.6
Masaya,Confirmed Eruption,1,Nicaragua,México and Central America,1,594,1965,11.985,-86.165
Taal,Confirmed Eruption,4,Philippines,Philippines and SE Asia,1,311,1965,14.002,120.993
Gaua,Confirmed Eruption,3,Vanuatu,Melanesia and Australia,14,797,1965,-14.27,167.5
Rinjani,Confirmed Eruption,0,Indonesia,Indonesia,14,3726,1965,-8.42,116.47
Batur,Confirmed Eruption,1,Indonesia,Indonesia,1,1717,1965,-8.242,115.375
Ebeko,Confirmed Eruption,1,Russia,Kuril Islands,14,1103,1965,50.686,156.014
Klyuchevskoy,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,4754,1965,56.056,160.642
Suretamatai,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,2,921,1965,-13.8,167.47
Karthala,Confirmed Eruption,2,Comoros,Middle East and Indian Ocean,13,2361,1965,-11.75,43.38
Lokon-Empung,Confirmed Eruption,1,Indonesia,Indonesia,14,1580,1965,1.358,124.792
Pacaya,Confirmed Eruption,3,Guatemala,México and Central America,2,2569,1965,14.382,-90.601
Krakatau,Confirmed Eruption,1,Indonesia,Indonesia,1,155,1965,-6.102,105.423
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,1965,-4.08,145.037
Tolbachik,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,13,3611,1965,55.832,160.326
Southern EPR-Segment K,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-2566,1965,-17.436,-113.206
San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,14,2130,1965,13.434,-88.269
Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",2,2568,1965,36.406,138.523
Karymsky,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,1513,1965,54.049,159.443
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1965,43.384,144.013
Sirung,Confirmed Eruption,1,Indonesia,Indonesia,2,862,1965,-8.508,124.13
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,1965,2.781,125.407
Bezymianny,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,2882,1965,55.972,160.595
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1965,19.421,-155.287
Tangkuban Parahu,Confirmed Eruption,1,Indonesia,Indonesia,14,2084,1965,-6.77,107.6
Telica,Confirmed Eruption,1,Nicaragua,México and Central America,14,1036,1965,12.606,-86.84
Poas,Confirmed Eruption,2,Costa Rica,México and Central America,14,2697,1964,10.2,-84.233
Bezymianny,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,2882,1964,55.972,160.595
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1964,-21.244,55.708
Dieng Volcanic Complex,Confirmed Eruption,1,Indonesia,Indonesia,2,2565,1964,-7.2,109.879
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1964,-5.525,148.42
Raoul Island,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,516,1964,-29.27,-177.92
Sheveluch,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,14,3283,1964,56.653,161.36
San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,14,2130,1964,13.434,-88.269
Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",1,1592,1964,32.884,131.104
Tupungatito,Confirmed Eruption,2,Chile-Argentina,South America,14,5660,1964,-33.425,-69.797
Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,14,3800,1964,-1.697,101.264
Southern EPR at 8°S,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-2800,1964,-8.27,-107.95
Llaima,Confirmed Eruption,2,Chile,South America,14,3125,1964,-38.692,-71.729
Bezymianny,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,2882,1964,55.972,160.595
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1964,43.384,144.013
Trident,Confirmed Eruption,3,United States,Alaska,14,1864,1964,58.236,-155.1
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,1964,32.884,131.104
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1964,-21.244,55.708
Bagana,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,8,1855,1964,-6.137,155.196
Kiska,Confirmed Eruption,0,United States,Alaska,14,1220,1964,52.103,177.602
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1964,55.832,160.326
Nila,Confirmed Eruption,1,Indonesia,Indonesia,14,781,1964,-6.73,129.5
Westdahl,Confirmed Eruption,2,United States,Alaska,14,1563,1964,54.516,-164.65
Villarrica,Confirmed Eruption,2,Chile,South America,14,2847,1964,-39.42,-71.93
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,1964,-16.25,168.12
Dempo,Confirmed Eruption,2,Indonesia,Indonesia,14,3142,1964,-4.016,103.121
Sirung,Confirmed Eruption,1,Indonesia,Indonesia,2,862,1964,-8.508,124.13
Chikurachki,Confirmed Eruption,2,Russia,Kuril Islands,14,1781,1964,50.324,155.461
Sangeang Api,Confirmed Eruption,2,Indonesia,Indonesia,2,1912,1964,-8.2,119.07
Paluweh,Confirmed Eruption,2,Indonesia,Indonesia,14,875,1963,-8.32,121.708
Shishaldin,Confirmed Eruption,2,United States,Alaska,14,2857,1963,54.756,-163.97
Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,14,1580,1963,1.358,124.792
Kavachi,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,16,-20,1963,-8.991,157.979
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,1963,-4.08,145.037
Nasudake,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,1915,1963,37.125,139.963
Erebus,Confirmed Eruption,0,Antarctica,Antarctica,14,3794,1963,-77.53,167.17
Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,4754,1963,56.056,160.642
Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",1,1592,1963,32.884,131.104
Vestmannaeyjar,Confirmed Eruption,3,Iceland,Iceland and Arctic Ocean,16,283,1963,63.416,-20.266
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1963,-21.244,55.708
Trident,Confirmed Eruption,3,United States,Alaska,14,1864,1963,58.236,-155.1
Augustine,Confirmed Eruption,2,United States,Alaska,9,1252,1963,59.363,-153.43
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1963,19.421,-155.287
Fuego,Confirmed Eruption,3,Guatemala,México and Central America,14,3763,1963,14.473,-90.88
Gaua,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,797,1963,-14.27,167.5
Batur,Confirmed Eruption,2,Indonesia,Indonesia,1,1717,1963,-8.242,115.375
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,1963,-16.25,168.12
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1963,19.421,-155.287
Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,14,3800,1963,-1.697,101.264
Niigata-Yakeyama,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",9,2400,1963,36.921,138.036
Lopevi,Confirmed Eruption,3,Vanuatu,Melanesia and Australia,14,1413,1963,-16.507,168.346
Talang,Confirmed Eruption,2,Indonesia,Indonesia,14,2575,1963,-0.979,100.681
Colima,Confirmed Eruption,1,Mexico,México and Central America,14,3850,1963,19.514,-103.62
Poas,Confirmed Eruption,2,Costa Rica,México and Central America,14,2697,1963,10.2,-84.233
Bezymianny,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,2882,1963,55.972,160.595
Concepcion,Confirmed Eruption,1,Nicaragua,México and Central America,14,1700,1963,11.538,-85.622
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,1963,32.884,131.104
"Negra, Sierra",Confirmed Eruption,2,Ecuador,South America,13,1124,1963,-0.83,-91.17
Trident,Confirmed Eruption,3,United States,Alaska,14,1864,1963,58.236,-155.1
Ulawun,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,2334,1963,-5.05,151.33
"Negro, Cerro",Confirmed Eruption,1,Nicaragua,México and Central America,11,728,1963,12.506,-86.702
Irazu,Confirmed Eruption,3,Costa Rica,México and Central America,14,3432,1963,9.979,-83.852
Ebeko,Confirmed Eruption,1,Russia,Kuril Islands,14,1103,1963,50.686,156.014
Wolf,Confirmed Eruption,0,Ecuador,South America,13,1710,1963,0.02,-91.35
Villarrica,Confirmed Eruption,3,Chile,South America,14,2847,1963,-39.42,-71.93
Agung,Confirmed Eruption,5,Indonesia,Indonesia,14,2997,1963,-8.343,115.508
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,1963,-4.08,145.037
Niigata-Yakeyama,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",9,2400,1963,36.921,138.036
Amukta,Confirmed Eruption,3,United States,Alaska,14,1066,1963,52.5,-171.252
Rumble III,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,16,-220,1963,-35.745,178.478
Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,14,1715,1962,0.8,127.33
Whakaari/White Island,Confirmed Eruption,3,New Zealand,New Zealand to Fiji,14,294,1962,-37.52,177.18
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1962,19.421,-155.287
Akutan,Confirmed Eruption,2,United States,Alaska,14,1303,1962,54.134,-165.986
Bezymianny,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,2882,1962,55.972,160.595
Miyakejima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,775,1962,34.094,139.526
Tolbachik,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,13,3611,1962,55.832,160.326
Fuego,Confirmed Eruption,3,Guatemala,México and Central America,14,3763,1962,14.473,-90.88
Lopevi,Confirmed Eruption,0,Vanuatu,Melanesia and Australia,14,1413,1962,-16.507,168.346
Gaua,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,797,1962,-14.27,167.5
Tokachidake,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,2077,1962,43.418,142.686
Yakedake,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,2455,1962,36.227,137.587
Concepcion,Confirmed Eruption,2,Nicaragua,México and Central America,14,1700,1962,11.538,-85.622
Trident,Confirmed Eruption,3,United States,Alaska,14,1864,1962,58.236,-155.1
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1962,-39.157,175.632
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1962,43.384,144.013
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,1962,-4.08,145.037
Lokon-Empung,Confirmed Eruption,1,Indonesia,Indonesia,14,1580,1962,1.358,124.792
"Negro, Cerro",Confirmed Eruption,2,Nicaragua,México and Central America,11,728,1962,12.506,-86.702
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1962,-5.525,148.42
Niigata-Yakeyama,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",9,2400,1962,36.921,138.036
Protector Seamounts,Confirmed Eruption,0,United Kingdom,Antarctica,16,-55,1962,-55.912,-28.167
Bagana,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,8,1855,1962,-6.137,155.196
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,1962,2.781,125.407
Kiska,Confirmed Eruption,3,United States,Alaska,14,1220,1962,52.103,177.602
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1962,34.724,139.394
Kavachi,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,16,-20,1962,-8.991,157.979
Telica,Confirmed Eruption,1,Nicaragua,México and Central America,14,1036,1962,12.606,-86.84
Planchon-Peteroa,Confirmed Eruption,1,Chile,South America,14,3977,1962,-35.223,-70.568
Askja,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,14,1080,1961,65.033,-16.783
"Negro, Cerro",Confirmed Eruption,1,Nicaragua,México and Central America,11,728,1961,12.506,-86.702
Bezymianny,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,2882,1961,55.972,160.595
Lautaro,Confirmed Eruption,2,Chile,South America,14,3542,1961,-49.019,-73.504
Tristan da Cunha,Confirmed Eruption,2,United Kingdom,Atlantic Ocean,13,2060,1961,-37.092,-12.28
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,1961,2.781,125.407
Kilauea,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,13,1222,1961,19.421,-155.287
Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",2,2568,1961,36.406,138.523
Ambrym,Confirmed Eruption,3,Vanuatu,Melanesia and Australia,12,1334,1961,-16.25,168.12
Tokachidake,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,2077,1961,43.418,142.686
Bagana,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,8,1855,1961,-6.137,155.196
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,1961,-4.08,145.037
Tangkuban Parahu,Confirmed Eruption,1,Indonesia,Indonesia,14,2084,1961,-6.77,107.6
Kilauea,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,13,1222,1961,19.421,-155.287
Colima,Confirmed Eruption,1,Mexico,México and Central America,14,3850,1961,19.514,-103.62
Villarrica,Confirmed Eruption,1,Chile,South America,14,2847,1961,-39.42,-71.93
Copahue,Confirmed Eruption,2,Chile-Argentina,South America,14,2953,1961,-37.856,-71.183
Trident,Confirmed Eruption,2,United States,Alaska,14,1864,1961,58.236,-155.1
Bezymianny,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,2882,1961,55.972,160.595
Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,14,1580,1961,1.358,124.792
Tupungatito,Confirmed Eruption,2,Chile-Argentina,South America,14,5660,1961,-33.425,-69.797
Chikurachki,Confirmed Eruption,1,Russia,Kuril Islands,14,1781,1961,50.324,155.461
Merapi,Confirmed Eruption,3,Indonesia,Indonesia,14,2910,1961,-7.54,110.446
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,1961,-21.244,55.708
Kavachi,Confirmed Eruption,2,Solomon Islands,Melanesia and Australia,16,-20,1961,-8.991,157.979
Bezymianny,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,2882,1961,55.972,160.595
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1961,55.832,160.326
Fernandina,Confirmed Eruption,2,Ecuador,South America,13,1476,1961,-0.37,-91.55
Pacaya,Confirmed Eruption,2,Guatemala,México and Central America,2,2569,1961,14.382,-90.601
